time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,symbol
2021-09-07,52919.24,43904.42,52693.32,83874.09,4055873734.71,46856.31,direct,,BTC
2021-09-08,47362.35,44475.76,46856.31,45638.83,2105187289.07,46073.45,direct,,BTC
2021-09-09,47335.29,45572.3,46073.45,32273.7,1499767099.51,46392.85,direct,,BTC
2021-09-10,47026.67,44198.27,46392.85,35701.24,1631276774.64,44853.1,direct,,BTC
2021-09-11,45987.63,44741.98,44853.1,14599.26,662298068.85,45166.12,direct,,BTC
2021-09-12,46403.5,44765.82,45166.12,16366.41,747181260.09,46049.72,direct,,BTC
2021-09-13,46821.84,43511.3,46049.72,42623.67,1909473369.72,44958.56,direct,,BTC
2021-09-14,47263.56,44776.37,44958.56,26751.25,1237183544.6,47129.01,direct,,BTC
2021-09-15,48457.3,46725.15,47129.01,26904.97,1282942628.56,48148.45,direct,,BTC
2021-09-16,48498.51,47050.55,48148.45,25702.33,1229076140.65,47764.47,direct,,BTC
2021-09-17,48172.36,46770.31,47764.47,18941.92,899242093.44,47297.98,direct,,BTC
2021-09-18,48808.0,47066.47,47297.98,15782.18,761079785.11,48312.46,direct,,BTC
2021-09-19,48376.3,46864.5,48312.46,14044.93,668723282.36,47251.76,direct,,BTC
2021-09-20,47340.49,42552.63,47251.76,64374.41,2849781014.82,42925.46,direct,,BTC
2021-09-21,43625.93,39767.17,42925.46,70924.75,2972565920.07,40709.59,direct,,BTC
2021-09-22,44012.22,40589.07,40709.59,42391.1,1807576533.35,43576.15,direct,,BTC
2021-09-23,44994.17,43108.42,43576.15,34506.88,1522818255.74,44893.87,direct,,BTC
2021-09-24,45143.18,40807.2,44893.87,60130.03,2565373998.35,42848.41,direct,,BTC
2021-09-25,42992.94,41710.08,42848.41,18046.04,767641976.96,42721.91,direct,,BTC
2021-09-26,43928.49,40825.4,42721.91,27847.04,1187820024.18,43201.79,direct,,BTC
2021-09-27,44360.41,42139.24,43201.79,26251.27,1140232492.25,42187.51,direct,,BTC
2021-09-28,42781.24,40924.13,42187.51,31946.42,1335757058.57,41056.79,direct,,BTC
2021-09-29,42603.18,40790.67,41056.79,26354.27,1100252801.68,41539.43,direct,,BTC
2021-09-30,44106.6,41436.79,41539.43,33984.98,1469981944.79,43829.34,direct,,BTC
2021-10-01,48470.13,43304.82,43829.34,53577.95,2498575570.28,48164.35,direct,,BTC
2021-10-02,48347.69,47468.49,48164.35,16062.18,769022184.37,47669.02,direct,,BTC
2021-10-03,49185.34,47137.07,47669.02,18588.83,895606844.23,48234.05,direct,,BTC
2021-10-04,49501.21,46944.28,48234.05,34394.0,1664027525.19,49276.91,direct,,BTC
2021-10-05,51885.03,49087.72,49276.91,40687.89,2049372160.16,51504.27,direct,,BTC
2021-10-06,55656.67,50439.32,51504.27,64415.98,3444996109.53,55345.85,direct,,BTC
2021-10-07,55359.77,53391.93,55343.24,33806.76,1836529821.85,53797.21,direct,,BTC
2021-10-08,56047.91,53666.09,53796.22,29127.91,1592265868.06,53949.29,direct,,BTC
2021-10-09,55485.2,53696.32,53949.29,14593.95,799607238.61,54968.04,direct,,BTC
2021-10-10,56473.63,54131.52,54968.04,23094.98,1276001425.96,54700.24,direct,,BTC
2021-10-11,57825.98,54448.68,54700.24,31803.75,1805863526.52,57498.8,direct,,BTC
2021-10-12,57646.93,54098.22,57498.8,33966.65,1913353762.18,56010.9,direct,,BTC
2021-10-13,57768.98,54279.61,56010.9,34054.43,1906230334.0,57369.0,direct,,BTC
2021-10-14,58514.76,56854.38,57369.0,28061.61,1617497364.76,57359.21,direct,,BTC
2021-10-15,62889.98,56885.66,57359.21,62053.36,3737889743.83,61684.96,direct,,BTC
2021-10-16,62341.46,60153.79,61684.96,22943.96,1404879137.37,60877.77,direct,,BTC
2021-10-17,61698.1,59050.3,60877.77,23336.32,1414498881.98,61520.54,direct,,BTC
2021-10-18,62662.72,59925.93,61520.54,50489.09,3113486441.7,62038.16,direct,,BTC
2021-10-19,64468.7,61410.11,62038.16,42983.11,2706420467.09,64283.97,direct,,BTC
2021-10-20,66980.66,63543.7,64283.97,45364.94,2978059285.56,66021.02,direct,,BTC
2021-10-21,66645.73,62076.16,66021.02,62097.42,3962470063.85,62283.96,direct,,BTC
2021-10-22,63731.17,60017.23,62283.96,40476.42,2504718475.2,60693.59,direct,,BTC
2021-10-23,61733.43,59705.11,60693.59,16232.5,990360071.85,61313.09,direct,,BTC
2021-10-24,61481.25,59529.34,61313.09,19158.07,1158838824.68,60863.56,direct,,BTC
2021-10-25,63709.97,60658.35,60863.56,24693.91,1549308691.98,63089.04,direct,,BTC
2021-10-26,63290.04,59868.68,63089.04,28107.19,1738003094.57,60315.68,direct,,BTC
2021-10-27,61473.0,58128.18,60315.68,45852.35,2719093218.08,58464.42,direct,,BTC
2021-10-28,62252.08,58145.43,58464.42,51251.1,3090102767.38,60610.11,direct,,BTC
2021-10-29,62967.45,60269.97,60610.11,35214.62,2168021242.77,62282.5,direct,,BTC
2021-10-30,62371.52,60774.38,62282.5,15917.35,979987095.61,61891.91,direct,,BTC
2021-10-31,62420.57,60022.06,61891.91,19359.29,1181933822.61,61349.75,direct,,BTC
2021-11-01,62482.31,59554.88,61349.75,31925.65,1955088666.05,60960.98,direct,,BTC
2021-11-02,64283.57,60677.48,60960.98,36009.96,2260756044.28,63260.05,direct,,BTC
2021-11-03,63553.52,61057.89,63260.05,29618.09,1852233940.61,62929.93,direct,,BTC
2021-11-04,63102.86,60745.84,62929.93,23030.57,1420765190.91,61448.47,direct,,BTC
2021-11-05,62621.97,60789.16,61448.47,20540.56,1262030165.48,61019.66,direct,,BTC
2021-11-06,61594.16,60130.85,61019.66,15432.25,939530051.87,61529.76,direct,,BTC
2021-11-07,63309.57,61406.56,61529.76,14937.9,929571983.79,63302.78,direct,,BTC
2021-11-08,67755.46,63302.78,63302.78,39774.17,2614939972.01,67549.14,direct,,BTC
2021-11-09,68514.26,66312.42,67549.14,32745.53,2209551778.82,66939.24,direct,,BTC
2021-11-10,68978.64,63196.25,66939.24,50591.31,3365466815.36,64926.06,direct,,BTC
2021-11-11,65585.68,64130.37,64926.06,21475.67,1393819061.45,64820.8,direct,,BTC
2021-11-12,65466.0,62315.02,64820.8,32742.19,2090846686.0,64156.3,direct,,BTC
2021-11-13,64967.34,63406.98,64156.3,12719.98,815997863.99,64409.56,direct,,BTC
2021-11-14,65509.06,63616.33,64409.56,14680.72,947303706.23,65509.06,direct,,BTC
2021-11-15,66335.42,63442.58,65509.06,25263.23,1639253320.63,63614.06,direct,,BTC
2021-11-16,63614.53,58745.71,63614.06,61509.16,3740808475.72,60108.9,direct,,BTC
2021-11-17,60837.09,58566.05,60108.9,43164.9,2582737930.61,60365.6,direct,,BTC
2021-11-18,60964.37,56535.61,60365.6,63523.43,3718546724.95,56930.68,direct,,BTC
2021-11-19,58403.92,55655.03,56930.68,36833.38,2107344590.7,58136.22,direct,,BTC
2021-11-20,59901.9,57450.63,58136.22,16773.71,985075173.7,59769.66,direct,,BTC
2021-11-21,60058.65,58575.6,59769.66,14990.7,888045056.17,58700.83,direct,,BTC
2021-11-22,59391.98,55673.01,58700.83,41371.1,2371226089.18,56303.06,direct,,BTC
2021-11-23,57873.77,55485.59,56303.06,37871.22,2153848949.04,57566.6,direct,,BTC
2021-11-24,57740.34,55899.88,57566.6,28738.13,1630017073.7,57175.09,direct,,BTC
2021-11-25,59437.04,57056.64,57175.09,24221.47,1412787308.46,58966.99,direct,,BTC
2021-11-26,59201.95,53575.54,58966.99,60064.72,3312563227.95,53788.22,direct,,BTC
2021-11-27,55316.65,53668.95,53788.22,18504.73,1010585542.47,54805.03,direct,,BTC
2021-11-28,57475.26,53436.05,54805.03,21562.34,1186994646.57,57331.41,direct,,BTC
2021-11-29,58898.57,56752.37,57331.41,29291.8,1690005715.85,57839.55,direct,,BTC
2021-11-30,59226.33,55931.33,57839.55,41466.86,2383744473.31,56975.35,direct,,BTC
2021-12-01,59096.53,56505.99,56975.35,36078.24,2072824070.98,57227.97,direct,,BTC
2021-12-02,57409.48,55850.4,57227.97,30214.7,1712170975.38,56522.76,direct,,BTC
2021-12-03,57639.15,52493.23,56522.76,44903.19,2461497753.56,53663.25,direct,,BTC
2021-12-04,53871.2,43563.07,53663.25,89255.49,4315348557.56,49243.39,direct,,BTC
2021-12-05,49764.31,47840.63,49243.39,42264.26,2074283149.33,49465.5,direct,,BTC
2021-12-06,50986.02,47260.2,49465.5,49875.62,2437856119.9,50552.83,direct,,BTC
2021-12-07,51953.27,50083.33,50552.83,29306.55,1496164576.66,50633.01,direct,,BTC
2021-12-08,51215.6,48711.85,50633.01,25732.2,1290175070.3,50513.04,direct,,BTC
2021-12-09,50829.41,47347.73,50513.04,34472.44,1681556175.72,47593.85,direct,,BTC
2021-12-10,50047.85,46989.42,47593.85,39527.74,1905617871.17,47191.14,direct,,BTC
2021-12-11,49504.07,46829.85,47191.14,24394.48,1181186604.23,49398.4,direct,,BTC
2021-12-12,50807.75,48689.25,49398.4,21546.75,1072562349.4,50109.99,direct,,BTC
2021-12-13,50215.42,45800.52,50109.99,49444.13,2353893179.4,46731.03,direct,,BTC
2021-12-14,48665.63,46320.4,46731.03,34838.49,1646492085.28,48387.69,direct,,BTC
2021-12-15,49499.91,46562.1,48387.69,44270.94,2132679583.02,48885.05,direct,,BTC
2021-12-16,49451.4,47546.15,48885.05,26205.68,1271265804.99,47635.92,direct,,BTC
2021-12-17,48004.37,45505.02,47635.92,37546.89,1756062773.63,46164.14,direct,,BTC
2021-12-18,47356.67,45522.92,46164.14,18781.81,874187163.05,46861.62,direct,,BTC
2021-12-19,48286.29,46459.66,46861.62,21907.14,1035963939.83,46697.13,direct,,BTC
2021-12-20,47495.72,45586.49,46697.13,32678.5,1517599333.73,46913.54,direct,,BTC
2021-12-21,49334.04,46661.88,46913.54,31921.06,1546447524.57,48917.48,direct,,BTC
2021-12-22,49581.41,48460.43,48917.48,20998.03,1028434929.44,48614.97,direct,,BTC
2021-12-23,51382.88,48062.25,48614.97,30734.43,1525047125.27,50830.2,direct,,BTC
2021-12-24,51863.56,50449.36,50830.2,21669.58,1107244995.18,50840.36,direct,,BTC
2021-12-25,51158.56,50199.56,50840.36,11532.27,585818997.15,50431.63,direct,,BTC
2021-12-26,51283.7,49485.62,50431.63,14663.26,736617761.86,50790.88,direct,,BTC
2021-12-27,52079.46,50481.26,50790.88,21873.37,1120188136.96,50714.73,direct,,BTC
2021-12-28,50718.53,47317.78,50714.73,40699.4,1985905082.17,47536.39,direct,,BTC
2021-12-29,48145.34,46107.79,47536.39,33749.8,1599557104.64,46471.7,direct,,BTC
2021-12-30,47917.89,45964.28,46471.7,39311.18,1852206857.29,47129.66,direct,,BTC
2021-12-31,48573.22,45665.44,47129.66,34737.79,1636014399.31,46197.31,direct,,BTC
2022-01-01,47950.29,46196.03,46197.31,16697.92,786729972.03,47737.35,direct,,BTC
2022-01-02,47979.26,46666.18,47737.35,13025.66,615453426.93,47306.41,direct,,BTC
2022-01-03,47572.23,45707.55,47306.41,21681.38,1011309525.84,46450.79,direct,,BTC
2022-01-04,47529.48,45587.91,46450.79,29035.93,1349229422.84,45824.54,direct,,BTC
2022-01-05,47067.18,42510.86,45824.54,47769.2,2152187256.39,43432.51,direct,,BTC
2022-01-06,43779.23,42468.76,43432.51,36804.78,1585314774.47,43094.54,direct,,BTC
2022-01-07,43138.79,40750.42,43094.54,51310.46,2146452950.19,41543.79,direct,,BTC
2022-01-08,42306.77,40534.37,41543.79,27559.19,1143171232.86,41686.67,direct,,BTC
2022-01-09,42800.66,41237.13,41686.67,21486.68,901652458.82,41869.6,direct,,BTC
2022-01-10,42251.07,39667.6,41869.6,51976.97,2140270933.32,41832.59,direct,,BTC
2022-01-11,43122.32,41279.45,41832.59,36554.37,1545270650.68,42743.03,direct,,BTC
2022-01-12,44293.83,42471.08,42743.03,31859.05,1384575768.8,43919.67,direct,,BTC
2022-01-13,44442.67,42334.75,43919.67,29159.4,1263083590.1,42575.61,direct,,BTC
2022-01-14,43467.05,41785.44,42575.61,27290.3,1165100829.55,43089.83,direct,,BTC
2022-01-15,43811.94,42589.82,43089.83,14075.12,607715303.39,43088.74,direct,,BTC
2022-01-16,43484.21,42617.07,43088.74,12615.04,543620929.25,43100.36,direct,,BTC
2022-01-17,43198.05,41571.67,43100.36,20310.91,861459661.83,42224.38,direct,,BTC
2022-01-18,42682.77,41301.01,42224.38,26287.26,1099916846.37,42372.75,direct,,BTC
2022-01-19,42575.28,41144.83,42372.75,32436.62,1359832054.32,41674.8,direct,,BTC
2022-01-20,43513.14,40564.32,41674.8,35135.79,1482814889.83,40697.03,direct,,BTC
2022-01-21,41116.66,35494.42,40697.03,94195.63,3610621840.61,36469.3,direct,,BTC
2022-01-22,36811.86,34130.35,36469.3,68447.95,2419705021.17,35075.92,direct,,BTC
2022-01-23,36539.19,34648.38,35075.92,39599.36,1405386710.59,36288.15,direct,,BTC
2022-01-24,37469.19,32990.72,36288.15,94597.7,3289034581.3,36702.79,direct,,BTC
2022-01-25,37555.35,35732.05,36702.79,44562.17,1632275610.85,36975.99,direct,,BTC
2022-01-26,38930.36,36275.92,36975.99,57460.0,2163384356.61,36829.37,direct,,BTC
2022-01-27,37242.79,35543.94,36829.37,46006.99,1671118834.49,37189.85,direct,,BTC
2022-01-28,38021.06,36176.78,37189.85,38853.31,1439590445.61,37744.7,direct,,BTC
2022-01-29,38728.29,37343.45,37744.7,24097.29,913551592.58,38184.86,direct,,BTC
2022-01-30,38364.51,37377.53,38184.86,17354.8,658154943.17,37908.44,direct,,BTC
2022-01-31,38769.81,36660.7,37908.44,34716.41,1310842543.43,38494.66,direct,,BTC
2022-02-01,39281.06,38033.98,38494.66,32504.03,1255765239.87,38721.49,direct,,BTC
2022-02-02,38883.19,36650.8,38721.49,29144.5,1099971099.08,36918.19,direct,,BTC
2022-02-03,37411.52,36270.47,36918.19,27541.76,1012101574.73,37328.64,direct,,BTC
2022-02-04,41737.83,37060.18,37328.64,50443.53,1978064223.39,41590.34,direct,,BTC
2022-02-05,41954.24,40963.47,41590.34,22244.16,923755180.09,41418.21,direct,,BTC
2022-02-06,42671.81,41152.05,41418.21,14391.14,600848486.11,42412.41,direct,,BTC
2022-02-07,44518.11,41689.77,42412.41,42425.21,1836978530.57,43861.07,direct,,BTC
2022-02-08,45483.65,42704.39,43861.07,44964.2,1972336800.82,44080.12,direct,,BTC
2022-02-09,44849.9,43167.21,44080.12,27461.26,1207982275.77,44422.91,direct,,BTC
2022-02-10,45837.02,43254.41,44422.91,45532.09,2027452816.67,43531.67,direct,,BTC
2022-02-11,43950.88,42010.61,43531.67,39322.02,1694547021.08,42398.98,direct,,BTC
2022-02-12,43041.72,41775.79,42398.98,17662.13,747480841.84,42239.01,direct,,BTC
2022-02-13,42773.35,41900.31,42239.01,12420.62,525779246.0,42069.84,direct,,BTC
2022-02-14,42857.15,41581.41,42069.84,27975.8,1183004344.86,42552.28,direct,,BTC
2022-02-15,44771.91,42452.02,42552.28,27548.28,1210638166.2,44576.33,direct,,BTC
2022-02-16,44583.03,43361.09,44576.33,20597.85,905511530.54,43896.34,direct,,BTC
2022-02-17,44187.88,40104.04,43896.34,39645.29,1669164372.28,40545.09,direct,,BTC
2022-02-18,40980.65,39496.7,40545.09,32514.79,1308787736.51,39994.66,direct,,BTC
2022-02-19,40464.62,39664.71,39994.66,11674.81,467744109.72,40107.12,direct,,BTC
2022-02-20,40142.98,38019.97,40107.12,23028.66,890707081.68,38397.25,direct,,BTC
2022-02-21,39495.33,36862.52,38397.25,47549.32,1819938918.66,37037.39,direct,,BTC
2022-02-22,38458.26,36371.68,37037.39,42886.39,1605539398.15,38267.75,direct,,BTC
2022-02-23,39260.51,37083.83,38267.75,31850.78,1218156854.61,37270.85,direct,,BTC
2022-02-24,39182.44,34349.58,37270.85,93348.71,3367553842.97,38353.62,direct,,BTC
2022-02-25,39710.26,38043.51,38353.62,39454.29,1536575836.24,39239.77,direct,,BTC
2022-02-26,40228.13,38605.65,39239.77,18649.99,732995982.54,39134.83,direct,,BTC
2022-02-27,39861.91,37039.71,39134.83,30834.07,1184510440.64,37714.96,direct,,BTC
2022-02-28,43953.92,37473.3,37714.96,55323.43,2231772118.95,43189.46,direct,,BTC
2022-03-01,44883.1,42893.5,43189.46,48462.11,2121207162.06,44428.47,direct,,BTC
2022-03-02,45069.78,43387.92,44428.47,37389.51,1652867992.22,43935.37,direct,,BTC
2022-03-03,44079.17,41852.46,43935.37,36512.65,1565020513.9,42474.37,direct,,BTC
2022-03-04,42520.95,38621.24,42474.37,50126.39,2043287977.87,39154.4,direct,,BTC
2022-03-05,39596.42,38652.98,39154.4,15938.79,624289503.91,39407.02,direct,,BTC
2022-03-06,39686.74,38133.84,39407.02,21034.62,818379145.11,38428.92,direct,,BTC
2022-03-07,39536.14,37191.99,38428.92,40474.56,1547870219.6,38030.63,direct,,BTC
2022-03-08,39361.33,37905.43,38030.63,35521.85,1373819361.89,38748.52,direct,,BTC
2022-03-09,42557.95,38685.96,38748.52,47211.82,1960521974.24,41962.85,direct,,BTC
2022-03-10,42043.56,38853.45,41962.85,42472.49,1683595949.7,39443.42,direct,,BTC
2022-03-11,40221.93,38261.24,39443.42,39197.4,1527385235.35,38741.03,direct,,BTC
2022-03-12,39414.02,38696.52,38741.03,11886.69,464694957.41,38805.53,direct,,BTC
2022-03-13,39254.88,37633.11,38805.53,17796.13,687723583.56,37796.31,direct,,BTC
2022-03-14,39802.89,37566.52,37796.31,32100.73,1245884221.15,39696.28,direct,,BTC
2022-03-15,39863.78,38259.88,39696.28,30642.09,1196862773.71,39314.86,direct,,BTC
2022-03-16,41638.54,38933.24,39314.86,54967.36,2217384588.25,41133.64,direct,,BTC
2022-03-17,41441.08,40581.36,41133.64,18001.83,736387236.02,40956.79,direct,,BTC
2022-03-18,42250.94,40230.1,40956.79,31863.74,1310605069.99,41790.97,direct,,BTC
2022-03-19,42367.55,41549.61,41790.97,15244.76,638860853.99,42235.02,direct,,BTC
2022-03-20,42297.3,40979.25,42235.02,15580.67,647551620.15,41243.16,direct,,BTC
2022-03-21,41510.03,40555.57,41243.16,21865.63,897693606.33,41043.9,direct,,BTC
2022-03-22,43287.39,40923.9,41043.9,37636.83,1597913842.6,42380.11,direct,,BTC
2022-03-23,43021.74,41806.4,42380.11,26406.13,1116852856.74,42904.1,direct,,BTC
2022-03-24,44230.66,42653.71,42904.1,34879.48,1514036890.73,44006.77,direct,,BTC
2022-03-25,45112.71,43629.05,44006.77,34465.44,1529847572.88,44331.36,direct,,BTC
2022-03-26,44811.3,44108.04,44331.36,11559.16,513402297.27,44542.31,direct,,BTC
2022-03-27,46896.6,44449.41,44542.31,22676.91,1035071605.98,46842.14,direct,,BTC
2022-03-28,48208.48,46669.19,46842.14,35796.78,1697234773.76,47128.71,direct,,BTC
2022-03-29,48054.67,47018.87,47128.71,27820.54,1324122253.95,47445.3,direct,,BTC
2022-03-30,47690.62,46606.97,47445.3,24550.14,1158606188.62,47056.41,direct,,BTC
2022-03-31,47599.87,45220.41,47056.41,29105.61,1350600519.47,45522.65,direct,,BTC
2022-04-01,46726.2,44256.66,45522.65,34247.82,1558891962.07,46299.75,direct,,BTC
2022-04-02,47208.84,45655.15,46299.75,16494.27,765849775.02,45822.28,direct,,BTC
2022-04-03,47432.6,45565.57,45822.28,17415.21,809819360.86,46414.26,direct,,BTC
2022-04-04,46893.71,45136.03,46414.26,24886.34,1145480471.77,46609.36,direct,,BTC
2022-04-05,47187.66,45382.83,46609.36,24206.2,1118296319.71,45501.58,direct,,BTC
2022-04-06,45518.32,43129.76,45501.58,43268.81,1918395755.34,43177.78,direct,,BTC
2022-04-07,43894.7,42766.45,43177.78,22801.41,989892880.8,43466.21,direct,,BTC
2022-04-08,43982.39,42123.42,43466.21,25455.2,1098738940.21,42273.38,direct,,BTC
2022-04-09,42813.04,42136.04,42273.38,9050.96,384171498.87,42768.61,direct,,BTC
2022-04-10,43442.48,41921.59,42768.61,12859.53,549311405.43,42153.77,direct,,BTC
2022-04-11,42422.86,39229.4,42153.77,34885.37,1423397890.93,39536.71,direct,,BTC
2022-04-12,40673.93,39266.86,39536.71,27198.43,1087667635.69,40086.66,direct,,BTC
2022-04-13,41538.17,39591.74,40086.66,24390.05,990022174.31,41150.33,direct,,BTC
2022-04-14,41503.56,39587.14,41150.33,21473.52,870654332.34,39951.63,direct,,BTC
2022-04-15,40800.76,39779.2,39951.63,13944.94,561514975.78,40563.69,direct,,BTC
2022-04-16,40698.01,40019.08,40563.69,7771.05,313875941.14,40392.55,direct,,BTC
2022-04-17,40602.63,39563.9,40392.55,9701.08,389893199.53,39688.16,direct,,BTC
2022-04-18,41096.46,38569.14,39688.16,27721.5,1101204133.54,40811.03,direct,,BTC
2022-04-19,41755.93,40588.12,40811.03,18644.77,768239204.72,41504.44,direct,,BTC
2022-04-20,42208.1,40919.04,41504.44,25834.31,1072814871.19,41375.35,direct,,BTC
2022-04-21,42996.5,39864.73,41375.35,31792.3,1324052657.83,40490.97,direct,,BTC
2022-04-22,40794.73,39190.22,40490.97,28863.91,1154693915.31,39716.04,direct,,BTC
2022-04-23,39988.54,39305.67,39716.04,11481.51,455659637.8,39445.97,direct,,BTC
2022-04-24,39943.44,39044.29,39445.97,12668.56,501272140.43,39466.26,direct,,BTC
2022-04-25,40590.8,38234.7,39466.26,38636.23,1514243711.31,40437.52,direct,,BTC
2022-04-26,40797.85,37726.59,40437.52,38188.24,1492483889.14,38117.39,direct,,BTC
2022-04-27,39465.62,37900.6,38117.39,34510.32,1341340920.21,39252.04,direct,,BTC
2022-04-28,40386.5,38892.1,39252.04,29981.12,1188927763.73,39749.75,direct,,BTC
2022-04-29,39922.6,38179.15,39749.75,24745.92,964020058.19,38594.22,direct,,BTC
2022-04-30,38788.01,37607.77,38594.22,13696.14,525291276.33,37650.13,direct,,BTC
2022-05-01,38668.0,37461.76,37650.13,17299.6,659030267.75,38480.53,direct,,BTC
2022-05-02,39155.96,38057.31,38480.53,29810.45,1152557748.76,38513.01,direct,,BTC
2022-05-03,38644.5,37519.23,38513.01,28729.95,1095654277.96,37725.38,direct,,BTC
2022-05-04,40004.37,37665.8,37725.38,36519.07,1426469839.29,39680.21,direct,,BTC
2022-05-05,39831.19,35616.74,39680.21,51315.2,1920976838.73,36546.86,direct,,BTC
2022-05-06,36654.02,35318.86,36546.86,46629.65,1682230363.22,36009.89,direct,,BTC
2022-05-07,36129.02,34837.06,36009.89,20043.0,713980596.97,35469.21,direct,,BTC
2022-05-08,35503.12,33732.4,35469.21,41023.3,1413921299.77,34033.77,direct,,BTC
2022-05-09,34229.57,30068.1,34033.77,108479.24,3472851115.69,30076.9,direct,,BTC
2022-05-10,32625.41,29836.19,30076.9,103840.6,3244062170.09,31013.12,direct,,BTC
2022-05-11,32136.04,28087.41,31013.12,131586.22,3967102738.94,29017.21,direct,,BTC
2022-05-12,30085.67,25835.61,29017.21,160835.32,4501368166.33,28915.72,direct,,BTC
2022-05-13,30964.26,28700.17,28915.72,64448.46,1942170683.15,29244.83,direct,,BTC
2022-05-14,30274.18,28588.99,29244.83,28759.56,845013800.63,30050.31,direct,,BTC
2022-05-15,31406.35,29462.91,30050.31,26775.5,810199953.22,31296.11,direct,,BTC
2022-05-16,31296.19,29104.45,31296.11,41520.45,1242326194.24,29838.5,direct,,BTC
2022-05-17,30744.47,29434.76,29838.5,33082.29,1000070390.57,30415.91,direct,,BTC
2022-05-18,30673.66,28610.2,30415.91,44949.69,1322816665.45,28667.29,direct,,BTC
2022-05-19,30505.0,28653.17,28667.29,48991.36,1453211639.97,30282.48,direct,,BTC
2022-05-20,30725.44,28698.31,30282.48,57051.25,1692088244.46,29166.15,direct,,BTC
2022-05-21,29613.15,28924.28,29166.15,15780.21,462392582.18,29410.72,direct,,BTC
2022-05-22,30454.36,29219.51,29410.72,21390.13,639923811.62,30264.29,direct,,BTC
2022-05-23,30634.84,28861.27,30264.29,38286.66,1147137210.63,29075.68,direct,,BTC
2022-05-24,29800.48,28629.55,29075.68,28263.22,826118559.89,29630.05,direct,,BTC
2022-05-25,30189.17,29321.43,29630.05,26906.19,800315804.06,29508.27,direct,,BTC
2022-05-26,29848.6,28060.72,29508.27,45080.31,1314694988.34,29188.71,direct,,BTC
2022-05-27,29359.16,28251.91,29188.71,36570.36,1054644721.04,28597.33,direct,,BTC
2022-05-28,29234.85,28504.59,28597.33,12661.88,365397751.75,29013.53,direct,,BTC
2022-05-29,29548.72,28820.15,29013.53,12840.42,374906552.33,29452.23,direct,,BTC
2022-05-30,32161.5,29287.63,29452.23,46295.9,1426112899.49,31716.41,direct,,BTC
2022-05-31,32367.02,31203.31,31716.41,32446.48,1028808882.28,31782.16,direct,,BTC
2022-06-01,31956.43,29324.1,31782.16,43767.18,1343136773.16,29789.58,direct,,BTC
2022-06-02,30647.18,29574.16,29789.58,31049.7,932339972.84,30439.63,direct,,BTC
2022-06-03,30676.7,29249.37,30439.63,24607.85,734000142.92,29680.3,direct,,BTC
2022-06-04,29953.65,29466.57,29680.3,10446.72,310298122.38,29845.48,direct,,BTC
2022-06-05,30151.31,29516.97,29845.48,10423.68,311392830.2,29897.9,direct,,BTC
2022-06-06,31740.27,29876.22,29897.9,34484.33,1076503583.85,31353.78,direct,,BTC
2022-06-07,31551.28,29210.15,31353.78,44308.05,1340573593.65,31111.75,direct,,BTC
2022-06-08,31305.48,29839.64,31111.75,27741.65,844411303.8,30189.27,direct,,BTC
2022-06-09,30677.87,29924.47,30189.27,20555.57,620735850.86,30082.94,direct,,BTC
2022-06-10,30336.9,28839.92,30082.94,38461.6,1133049950.35,29067.38,direct,,BTC
2022-06-11,29414.37,28105.18,29067.38,24313.37,696986226.28,28389.49,direct,,BTC
2022-06-12,28519.32,26570.67,28389.49,38522.37,1060464718.45,26587.35,direct,,BTC
2022-06-13,26871.6,21976.15,26587.35,169741.38,4089411013.33,22471.59,direct,,BTC
2022-06-14,23214.28,20837.64,22471.59,93509.58,2063908671.45,22118.37,direct,,BTC
2022-06-15,22743.84,20083.9,22118.37,118629.55,2516136880.34,22566.73,direct,,BTC
2022-06-16,22961.17,20209.17,22566.73,62443.29,1326876814.5,20372.85,direct,,BTC
2022-06-17,21330.5,20221.24,20372.85,63610.58,1312456705.74,20432.26,direct,,BTC
2022-06-18,20722.69,17600.75,20432.26,100138.03,1898530847.49,18954.25,direct,,BTC
2022-06-19,20776.87,17936.0,18954.25,61181.89,1190970309.62,20553.48,direct,,BTC
2022-06-20,21016.02,19616.32,20553.48,48976.59,995940744.76,20550.91,direct,,BTC
2022-06-21,21694.7,20339.03,20550.91,45262.22,954292227.72,20699.21,direct,,BTC
2022-06-22,20862.67,19756.23,20699.21,50640.15,1027725806.49,19956.16,direct,,BTC
2022-06-23,21195.95,19870.07,19956.16,40647.06,836636021.34,21098.41,direct,,BTC
2022-06-24,21528.86,20717.47,21098.41,40303.85,850728330.88,21219.46,direct,,BTC
2022-06-25,21587.06,20902.05,21219.46,21604.15,459148971.07,21474.19,direct,,BTC
2022-06-26,21855.84,20968.82,21474.19,20812.53,445023789.79,21031.85,direct,,BTC
2022-06-27,21505.42,20553.32,21031.85,30683.89,643546203.12,20718.16,direct,,BTC
2022-06-28,21184.16,20179.52,20718.16,32936.56,680727935.72,20251.96,direct,,BTC
2022-06-29,20402.7,19844.86,20251.96,37366.3,751143299.02,20094.16,direct,,BTC
2022-06-30,20138.96,18622.86,20094.16,56316.14,1084138608.25,19908.49,direct,,BTC
2022-07-01,20817.65,18952.12,19908.49,62287.55,1220917103.86,19249.33,direct,,BTC
